Ticker,PBRatio,profitMargin,PEGRatio,dividendyield,returnonequity,DERatio,PIRatio,index
MET,0.5824,0.0891,4.3265,0.0388,0.0823,9.64558895738993,3.468769018531935,2.3082233988150263
MCO,34.696,0.3432,2.3955,0.0081,1.5233,6.796927187708751,0.3224173423253027,4.293588256095736
ONB,0.9503,0.2644,2.45,0.0339,0.07,6.688918298929633,0.5177095662447619,1.321634611863742
OPY,0.61,0.0633,12.0,0.016,0.1126,3.240166055499207,0.6224293963417852,3.2972728120009505
PYPL,13.5953,0.1548,2.1529,0.0,0.1795,2.5458529459503327,0.5771347081400167,1.9379124006528285
DOC,1.4,0.207,7.13,0.0524,0.0353,0.6389857877715207,-0.04646962683447605,1.9152105078015844
PNC,1.1186,0.5959,7.8351,0.0329,0.0685,7.668387266311284,1.145082587823616,2.8337848918437367
PRU,0.4708,-0.0011,2.2791,0.0563,-0.0005,12.766691333041363,6.359824730239358,2.375642274272032
PSA,8.1428,0.4718,14.9721,0.0364,0.1593,0.34989051030414886,0.3203617172296134,4.422878646891886
RF,0.9097,0.1861,4.6179,0.0397,0.0503,7.108802502234138,1.7316840576194923,2.00217828709307
SEIC,4.6487,0.2706,1.6945,0.0126,0.2623,0.20595420580039817,0.6795602358109016,0.9738675647613398
GEO,1.2505,0.0581,0.7344,0.1401,0.1433,3.5514972414583785,0.8314289770915086,0.7149552565676514
UBS,0.8787,0.1802,0.898,0.0251,0.0974,16.9164858454862,-4.324687063347838,1.1714964200371554
V,14.464,0.4974,3.5463,0.0061,0.3065,1.2347141673570836,0.4520822441094924,2.3028750026817058
WFC,0.7351,0.0535,1.954,0.0141,0.0176,9.609859084962991,7.526713603342705,2.2135343591981638
WBK,1.1114,0.1347,15.5462,0.0289,0.0343,12.406436058392014,3.822623813516249,5.3031097422933104
ABBV,12.1271,0.1816,1.2788,0.0496,2.0912,8.797118533071382,1.0785378330484612,2.563522022611526
ACHC,1.4742,0.0319,1.32,0.0,0.0403,1.7257878824033555,0.24883601853716147,0.6158233528167278
AMGN,11.9425,0.2942,1.4822,0.0285,0.6718,4.8980746418468835,0.9710876256290378,2.004356486423235
AMN,3.8781,0.0378,1.7455,0.0,0.1175,1.9053939358645378,0.7796701651490037,1.0047079346870436
BAX,4.4952,0.079,2.3372,0.0129,0.1135,1.3459787556904401,0.5481682511605633,1.130890490594503
BMY,2.8406,-0.0011,0.8352,0.0285,-0.0008,1.5028111168706886,7.334492549718852,1.4311439953159173
CGIX,1.9929,-0.715,-0.08,0.0,-0.6871,1.016649323621228,1,0.08974394588969825
CSII,5.2905,-0.1012,177.27,0.0,-0.1147,0.2731618263445167,1,43.07076094610757
CPRX,2.4485,0.6048,1,0.0,0.6093,0.11640296689978652,-0.2855073472880848,0.6295593556774127
CNC,1.4017,0.0212,0.8669,0.0,0.1052,1.6574927113702624,0.360709890516417,0.520508603771591
ENDP,0.0,-0.053,-0.13,0.0,0.0,-12.713040044371628,1,-0.9367232035497303
GILD,4.2754,0.0548,0.432,0.0453,0.0646,2.488220120378332,23.005885342627916,3.4325998507456164
GSK,4.9056,0.186,11.1814,0.0547,0.3653,4.66477670446591,0.4997591135978439,3.618521229989014
GMED,4.1721,0.1236,3.1216,0.0,0.0688,0.08787372883508655,0.6244877258780951,1.1984564254121783
HBIO,1.9092,-0.0651,2.89,0.0,-0.0862,0.9388339575207019,1.8233358768267502,1.112587021820866
ILMN,9.344,0.197,1.8992,0.0,0.1396,0.5753191489361702,0.6339940198489696,1.3848728142967701
JNJ,5.9761,0.2101,2.7211,0.0281,0.2769,1.6475113613450592,0.5805800350659263,1.4249905131155156
MRK,6.9401,0.2433,1.222,0.0326,0.4106,2.0768176522990474,0.6119938204310631,1.2130326706356513
MYGN,1.5062,-0.3249,1.4001,0.0,-0.1958,0.5885846255361267,6569662.584504763,788359.9226033415
NVS,3.7229,0.1433,2.7759,0.0344,0.1325,1.3801115923940974,0.7291124886027364,1.2155064260238562
PFE,3.1114,0.1785,5.2211,0.0408,0.1333,1.7426561853537443,0.6821234974898328,1.7833593145270796
PBH,1.4256,0.1703,3.0108,0.0,0.1367,1.68679418283437,1.0416128741055908,1.1511650795194206
REGN,5.4172,0.3414,0.9881,0.0,0.306,0.5884647671719915,0.3371892357324057,0.8738838896616482
TEVA,1.1139,-0.2418,1.2546,0.0,-0.3282,4.080579589283853,519492826304.37006,62339139157.136734
TVTY,384.88,-0.4744,0.662,0.0,-1.9542,577.6590807675145,0.9286654072091247,76.80670231026626
UNH,4.9155,0.0663,1.5149,0.0148,0.2635,1.9275804448805016,0.5270730063370079,1.0393551963508811
ZGNX,2.7962,0.0,-0.42,0.0,-0.5806,0.639561991224662,1,0.17794095929797296
APD,5.0888,0.213,1.7229,0.0193,0.1633,1.0835195946952765,0.340281992908784,1.017171406724676
ACH,0.5964,0.0028,1,0.0,0.0138,1,1,0.49092
ASH,1.5562,-0.2184,-1.36,0.0145,-0.1486,1.2651515151515151,0.011512226264081172,-0.16223441163618907
BECN,1.486,-0.0117,1.65,0.0,-0.0366,2.220915698347299,1,0.8033612558677838
CHNR,0.0,0.0022,1,0.0,0.0,-1.1591318624114044,1,0.2676214510070877
CLW,1.1637,0.0305,4.05,0.0,0.1227,2.681781539701733,-0.5548372351661883,1.2424780549561958
EMN,2.2277,0.0556,5.8418,0.0264,0.0787,1.6352263374485596,0.9193527766181341,1.8491924401900608
FMC,5.1418,0.1064,1.5519,0.0152,0.2021,2.318797758532858,0.2678975165527116,1.0607195226689539
FCX,3.6998,-0.0074,0.2,0.0348,0.0028,3.449870073624946,7.232131803456679,1.4913814223047972
FFHL,0.5667,0.1507,1,0.0,0.2277,0.7958293290012828,3.504870279439177,0.8392387798528039
ROCK,2.8944,0.0779,1.02,0.0,0.1247,0.4768568843614918,0.7897717469264187,0.6466771603800897
IOSP,2.2689,0.0292,-2.95,0.0122,0.0411,0.4513236088600756,0.07140754695738154,-0.46745720565630816
KALU,1.6841,0.0097,2.24,0.0335,0.0167,1.5677742249409148,6.8228426599779,1.6254030571926212
NP,2.2118,-0.0128,1.85,0.0389,-0.0264,1.1697547683923706,1.0526161150650204,0.8381783152791922
NTIC,1.5025,-0.0281,1,0.0371,-0.0157,0.1124269814645986,17.450532300482593,2.4600740345750784
PKX,0.4358,0.0163,9.86,0.0077,0.0225,0.8473706309577436,2065.733616645728,250.365119647964
KWR,3.6959,0.0045,2.67,0.0063,0.0054,1.245769790463512,57610.516115581275,6914.300623452988
ROLL,3.8141,0.1613,3.14,0.0,0.097,0.1670338126992144,0.4493448824576703,1.1712200909108574
RIO,2.0194,0.1721,1,0.0584,0.1704,1.1550326330817866,2.2078199277953545,0.8275170019819855
RGLD,3.0699,0.451,1.41,0.0109,0.1021,0.18466143248074626,-0.17338080639403797,0.6718472178311752
SSRM,1.1618,0.0969,1,0.0,0.0254,0.38304346782372817,0.9142805540806044,0.4938851439155708
X,0.9189,-0.1881,1.68,0.0027,-0.4886,2.4012757320962597,-0.02770041749679163,0.5379980084680858
AAL,0.0,-0.2556,0.6272,0.0303,0.0,-12.355463096960927,(-0.24759076170711863+0.004697668593230465j),(-0.9048799391617284+0.0005637202311876558j)
ARCB,1.3473,0.0147,3.0,0.0076,0.0532,1.1756119500796747,1.524070398502775,1.118625403826707
ASGN,2.7911,0.0465,2.02,0.0,0.129,1.1070725626558195,0.7341961886041765,0.9179973476449668
BA,0.0,-0.0735,6.5305,0.0553,0.0,-14.641908467980713,(0.9744977467341255+0.0007072887251709209j),(0.5077830521696379+8.487464702051051e-05j)
CEA,0.8845,-0.1473,1.3507,0.0151,-0.1669,3.941600310055669,23.698374971722973,3.4989250214112113
ZNH,0.9049,-0.0863,0.7519,0.0164,-0.1232,3.2106642992883994,9.347459312940726,1.594916261495959
CYD,0.518,0.0298,1,0.0498,0.0,1,16.52539445818554,2.355231334982265
DAL,7.8439,-0.4288,23.2856,0.0698,-1.1432,22.555555555555557,1.7552895124881929,7.942263185943029
PLOW,4.8671,-0.1932,1.8,0.028,-0.3819,2.253948566166098,0.9121745299908166,1.0072128288921858
FCN,2.5068,0.0756,1.61,0.0,0.1255,0.8951533980740551,0.5831416710716647,0.7657292723745242
HTLD,2.1003,0.1004,2.23,0.0043,0.0945,0.3298309983663776,-0.12019848754302136,0.7506666613641476
JBLU,1.1597,-0.1896,6.8,0.0,-0.1934,2.6139359698681734,1.501742811033308,2.0450840149134506
KSU,3.9747,0.2168,2.5508,0.0093,0.1162,1.3199122669591101,0.2980939595124453,1.1305762564982222
LMT,21.1456,0.1018,1.9165,0.0278,1.478,9.250959014738543,0.4828019043524735,3.2648449497013807
PCAR,3.0214,0.0739,2.08,0.0146,0.1414,1.6740603275597974,0.33806543998696587,0.9572606790032196
SKYW,0.8706,0.0484,1.02,0.0206,0.0514,2.0930364743032355,-2.4081520260205718,0.21340867482179027
SNA,2.6516,0.1544,1.6346,0.0278,0.1745,0.7318596297319702,0.8162419816377692,0.8238698081750899
LUV,2.884,-0.1295,46.6911,0.0213,-0.1678,2.6446923943085268,0.8833992966580141,11.702443307143643
SAVE,0.9495,-0.0834,20.44,0.0,-0.083,2.559453983460775,-1.6172593943113867,4.962301191359495
MIDD,3.7439,0.1028,1.1643,0.0,0.1361,1.471387598814959,1.0234384138596622,0.8631356175683562
TWI,1.9009,-0.0551,-1.21,0.0058,-0.3055,4.984214368986917,1,0.3111891495189534
VRSK,13.1358,0.2433,3.04,0.0055,0.2982,1.9817040432825341,0.35287893296602696,2.080573795418526
WNC,2.3972,-0.051,1.0,0.0178,-0.1853,2.01003359631573,1.5892389757938452,0.74020336480052
ZTO,3.446,0.2248,23.96,0.0104,0.1263,0.2205285294927717,0.22568201505536195,6.133280124166065
ADBE,19.5373,0.3105,2.2767,0.0,0.3518,0.9136002732007171,0.33582706176604754,2.3428192692679835
BABA,5.7806,0.2255,1.2389,0.0,0.1458,0.5370123500850825,2.1724340617213387,1.1286770754133673
GOOG,5.6277,0.208,1.5541,0.0,0.1751,0.40542457260943077,0.9950231214410604,1.0433367403816818
AAPL,30.1921,0.2091,2.911,0.007,0.7369,3.957039440456695,0.46722134939000604,3.668313717163336
ANET,6.6378,0.3206,2.407,0.0,0.2482,0.42657181204049316,0.4314349901988494,1.2955379437871013
BIDU,1.7773,0.2237,2.3063,0.0,0.111,0.7506338950939072,3.090828773419157,1.1846381644178114
BNFT,0.0,-0.1118,-5.06,0.0,0.0,13.069814223168855,1,-0.06670286214649135
CTSH,3.7631,0.0878,2.6147,0.0112,0.1347,0.6864452423698384,0.7130834666793181,1.1113936353911054
DXC,1.362,-0.2044,0.28,0.0507,-0.5662,4.832765280618041,2.097997928728817,0.6746809738969012
FB,6.7211,0.3201,0.9293,0.0,0.2388,0.24382702941451276,0.5756990755512147,0.9482860514193068
GRPN,9.3035,-0.1334,1.1982,0.0,-1.1076,12.68958907999351,1965.5360432611587,237.66847631773854
MANH,32.443,0.1409,4.0009,0.0,0.4915,1.218255424865808,0.4893521065787334,3.8326826867787127
MSFT,13.1043,0.3229,2.4979,0.0104,0.414,1.4393882909751037,0.3450931285354897,1.9401142387022674
NTES,4.9016,0.2031,68.15,0.0099,0.1738,0.6878600714886768,1.4435678991317316,17.044828953614903
NXPI,4.9694,-0.017,1.7482,0.0095,-0.0125,1.3574808472284814,16.35806155079149,2.884605853873257
ORCL,18.3236,0.2613,1.4913,0.0166,0.703,10.895163839426825,0.9501110564862784,2.993826433932499
SINA,1.102,-0.0467,-1.96,0.0,0.0166,1.5037070861477284,0.3320125505757138,-0.22625392703909605
WORK,27.3138,-0.4273,1,0.0,-0.4014,1.5708282225199115,1,2.522122257801593
SOHU,2.654,-0.0997,-0.64,0.0,-0.0595,5.467607707234953,1,0.5882766165787963
NCTY,0.0,0.0,1,0.0,0.0,-1.6845215856029925,1,0.22523827315176054
